Issuer,RIC,Exchange,TRBC Sector,GICS Sector,Market Cap (USD),Price to Book Ratio,% Price Change Year To Date,% Price Change Relative to Index YTD,% Price Change Relative to Sector YTD,% Price Change 1Y
Israel Discount Bank Ltd,DSCT.TA,Tel Aviv Stock Exchange,Corporate Banks,"Financials, Banks, Diversified Banks",13423807659,1.245382,1.774098,-8.958427,--,23.72394
Cathay Financial Holding Co Ltd,2882.TW,Taiwan Stock Exchange,Life & Health Insurance (NEC),"Financials, Insurance, Life & Health Insurance",35906868256,1.330175,-5.408971,-17.973938,-6.423587,8.801214
Chunghwa Telecom Co Ltd,2412.TW,Taiwan Stock Exchange,Integrated Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Diversified Telecommunication Services, Integrated Telecommunication Services",33078721079,2.73137,4.214559,-9.628746,-10.767873,5.836576
Mizrahi Tefahot Bank Ltd,MZTF.TA,Tel Aviv Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",18996450037,1.713915,3.057554,-7.810317,--,31.648478
Teva Pharmaceutical Industries Ltd,TEVA.TA,Tel Aviv Stock Exchange,Pharmaceuticals (NEC),"Health Care, Pharmaceuticals, Biotechnology & Life Sciences, Pharmaceuticals",34806233088,4.400282,-7.096135,-16.893255,--,60.458747
Bank Polska Kasa Opieki SA,PEO.WA,Warsaw Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",14706284887,1.557831,2.291565,-0.429364,1.00055,18.967961
Abu Dhabi Islamic Bank PJSC,ADIB.AD,Abu Dhabi Stock Exchange,Islamic Banks,"Financials, Banks, Diversified Banks",19994293493,2.382694,-2.601156,2.665085,--,18.80141
Erste Group Bank AG,ERST.VI,Vienna Stock Exchange - Cash Market,Banks (NEC),"Financials, Banks, Diversified Banks",42857422539,1.427544,-11.127308,-10.059094,-10.543655,40.649031
OQ Exploration and Production SAOG,OQEP.OM,Muscat Securities Market,Integrated Oil & Gas,"Energy, Oil, Gas & Consumable Fuels, Oil & Gas Exploration & Production",10185786670,4.329975,36.111111,3.177688,--,54.574132
Abu Dhabi Commercial Bank PJSC,ADCB.AD,Abu Dhabi Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",26538480805,1.09848,-13.846154,-9.187917,--,17.253534
Emaar Development PJSC,EMAARDEV.DU,Dubai Financial Market,Residential Real Estate Rental & Development,"Real Estate, Real Estate Management & Development, Real Estate Development",14484072964,1.427271,-12.211221,-2.16748,--,5.13834
Powszechny Zaklad Ubezpieczen SA,PZU.WA,Warsaw Stock Exchange,Multiline Insurance & Brokers (NEC),"Financials, Insurance, Multi-line Insurance",14468922396,1.527373,-5.993407,-8.493958,--,14.740307
Phoenix Financial Ltd,PHOE.TA,Tel Aviv Stock Exchange,Life & Health Insurance (NEC),"Financials, Insurance, Multi-line Insurance",13625978977,3.588685,27.996965,14.499124,--,149.925926
LATAM Airlines Group SA,LTM.SN,Bolsa de Comercio de Santiago,Airlines (NEC),"Industrials, Transportation, Passenger Airlines",13787149684,10.246144,-9.799098,-9.948661,--,56.294668
Emirates Nbd Bank PJSC,ENBD.DU,Dubai Financial Market,Banks (NEC),"Financials, Banks, Diversified Banks",46346943348,1.17741,-3.231598,7.839484,--,33.746898
First Abu Dhabi Bank PJSC,FAB.AD,Abu Dhabi Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",50532643615,1.265228,-3.669725,1.53874,--,20.516499
Tenaga Nasional Bhd,TENA.KL,Bursa Malaysia,Fossil Fuel Electric Utilities,"Utilities, Electric Utilities",21094245369,1.371083,3.498542,2.356851,10.643923,5.970149
Eurobank SA,EURBr.AT,Athens Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",14302777919,1.407879,0.729927,0.170201,-0.112251,31.578947
Nan Ya Printed Circuit Board Corp,8046.TW,Taiwan Stock Exchange,Integrated Circuits,"Information Technology, Technology Hardware & Equipment, Electronic Equipment, Instruments & Components, Electronic Components",10433787728,7.214968,113.692946,85.307117,79.419445,305.511811
CIMB Group Holdings Bhd,CIMB.KL,Bursa Malaysia,Banks (NEC),"Financials, Banks, Diversified Banks",22023246122,1.248043,-3.030303,-4.099975,-6.425529,11.325041
Bank of Ireland Group PLC,BIRG.I,The Irish Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",16922898707,1.147623,-4.916031,0.497607,-1.83158,35.686275
E.SUN Financial Holding Co Ltd,2884.TW,Taiwan Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",16760227629,2.110413,-2.074074,-15.082031,-3.124461,12.773671
Dino Polska SA,DNP.WA,Warsaw Stock Exchange,Supermarkets & Convenience Stores,"Consumer Staples, Consumer Staples Distribution & Retail, Food Retail",10784818929,5.699621,-0.386941,-3.036623,--,-13.972431
Press Metal Aluminium Holdings Bhd,PMET.KL,Bursa Malaysia,Primary Aluminum Production,"Materials, Metals & Mining, Aluminum",15853494960,7.339282,6.039326,4.869607,--,52.834008
Yuanta Financial Holding Co Ltd,2885.TW,Taiwan Stock Exchange,Investment Banking & Brokerage Services (NEC),"Financials, Financial Services, Diversified Financial Services",18098664095,1.836944,10.178117,-4.457355,8.996309,28.527348
Public Bank Bhd,PUBM.KL,Bursa Malaysia,Banks (NEC),"Financials, Banks, Diversified Banks",23694498830,1.621634,5.506608,4.342765,1.812477,6.919643
Vinhomes JSC,VHM.HM,Hochiminh Stock Exchange,Residential Real Estate Rental & Development,"Real Estate, Real Estate Management & Development, Real Estate Development",15340182027,1.986454,-20.967742,-16.855944,--,105.020921
Kerry Group PLC,KYGa.I,The Irish Stock Exchange,Food Processing (NEC),"Consumer Staples, Food, Beverage & Tobacco, Food Products, Packaged Foods & Meats",12724174824,1.71851,-10.769231,-5.688847,--,-26.465927
JSC Bank for Foreign Trade of Viet Nam,VCB.HM,Hochiminh Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",18787531651,2.513781,2.608696,7.947101,--,-9.266207
Kingspan Group PLC,KSP.I,The Irish Stock Exchange,Flooring & Interior Tile Manufacturers,"Industrials, Capital Goods, Building Products",15007461750,2.933129,-1.618341,3.983051,--,-8.065532
Harel Insurance Investments and Financial Services Ltd,HARL.TA,Tel Aviv Stock Exchange,Multiline Insurance & Brokers (NEC),"Financials, Insurance, Multi-line Insurance",11823359602,4.067692,44.971842,29.683926,--,179.98757
Alpha Dhabi Holding PJSC,ALPHADHABI.AD,Abu Dhabi Stock Exchange,"Real Estate Rental, Development & Operations (NEC)","Industrials, Capital Goods, Industrial Conglomerates",21589980942,1.319546,-16.526316,-12.012992,--,-29.069767
International Container Terminal Services Inc,ICT.PS,"Philippine Stock Exchange, Inc",Port Operators,"Industrials, Transportation, Transportation Infrastructure, Marine Ports & Services",23313007659,10.986137,20.811287,20.691253,--,82.180851
Taiwan Mobile Co Ltd,3045.TW,Taiwan Stock Exchange,Wireless Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Wireless Telecommunication Services",12432663913,4.643158,-1.843318,-14.881927,-15.954838,-8.974359
ADNOC Gas PLC,ADNOCGAS.AD,Abu Dhabi Stock Exchange,Natural Gas Exploration & Production - Onshore,"Energy, Oil, Gas & Consumable Fuels, Oil & Gas Refining & Marketing",67285482940,2.72364,-9.295775,-4.391504,--,-0.923077
Mega Financial Holding Co Ltd,2886.TW,Taiwan Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",18021991861,1.578912,-3.125,-15.993357,-4.164114,-2.146465
Ecopetrol SA,ECO.CN,Bolsa de Valores de Colombia,Oil & Gas Exploration and Production (NEC),"Energy, Oil, Gas & Consumable Fuels, Integrated Oil & Gas",28441941448,1.255162,36.631016,29.567492,--,27.114428
KGI Financial Holding Co Ltd,2883.TW,Taiwan Stock Exchange,Life Insurance,"Financials, Insurance, Life & Health Insurance",11098084732,1.280297,16.521739,1.043614,15.271887,10.934426
Uni-President Enterprises Corp,1216.TW,Taiwan Stock Exchange,Food Processing (NEC),"Consumer Staples, Food, Beverage & Tobacco, Food Products, Packaged Foods & Meats",12470717986,2.929258,-9.20882,-21.269035,-4.543156,-14.945322
Kuwait Finance House KSCP,KFH.KW,Boursa Kuwait,Islamic Banks,"Financials, Banks, Diversified Banks",48894053749,2.342758,-0.123305,5.099495,--,10.874516
Salik Company PJSC,SALIK.DU,Dubai Financial Market,Highway Operators,"Industrials, Transportation, Transportation Infrastructure, Highways & Railtracks",10781377620,32.494547,-16.850394,-7.337411,--,4.970179
OMV AG,OMVV.VI,Vienna Stock Exchange - Cash Market,Integrated Oil & Gas,"Energy, Oil, Gas & Consumable Fuels, Integrated Oil & Gas",21968535254,1.076989,23.737374,25.224648,24.549994,33.212506
Emirates Telecommunications Group Company PJSC,EAND.AD,Abu Dhabi Stock Exchange,Integrated Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Diversified Telecommunication Services, Integrated Telecommunication Services",43614227062,3.098092,0.436205,5.866672,--,7.093023
Sinopac Financial Holdings Co Ltd,2890.TW,Taiwan Stock Exchange,Corporate Banks,"Financials, Banks, Diversified Banks",14426890080,2.240358,11.013986,-3.732519,9.823212,49.224998
BAWAG Group AG,BAWG.VI,Vienna Stock Exchange - Cash Market,Banks (NEC),"Financials, Banks, Diversified Banks",10416529200,1.886787,-8.139535,-7.035409,-7.53626,22.989102
Dubai Islamic Bank PJSC,DISB.DU,Dubai Financial Market,Islamic Banks,"Financials, Banks, Diversified Banks",14587941298,1.073606,-20.1726,-11.039704,--,-1.986755
Vingroup JSC,VIC.HM,Hochiminh Stock Exchange,Residential Real Estate Rental & Development,"Real Estate, Real Estate Management & Development, Diversified Real Estate Activities",42465399621,8.142576,-14.740566,-10.304787,--,462.645914
Vietnam Joint Stock Commercial Bank for Industry and Trade,CTG.HM,Hochiminh Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",10063876435,1.789934,-4.895105,0.052902,--,17.198162
International Holding Company PJSC,IHC.AD,Abu Dhabi Stock Exchange,Consumer Goods Conglomerates,"Industrials, Capital Goods, Industrial Conglomerates",232910590797,5.597164,-2.377972,2.900336,--,-2.864259
Raiffeisen Bank International AG,RBIV.VI,Vienna Stock Exchange - Cash Market,Banks (NEC),"Financials, Banks, Diversified Banks",13909167138,0.57804,-3.289817,-2.127399,-2.654693,43.565891
Santander Bank Polska SA,SPL1.WA,Warsaw Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",14961057027,1.581344,0.513385,-2.160246,-0.755188,0.698016
First Financial Holding Co Ltd,2892.TW,Taiwan Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",13029618234,1.421388,-1.70068,-14.758237,-2.755072,6.747723
Banco de Chile,CHILE.SN,Bolsa de Comercio de Santiago,Banks (NEC),"Financials, Banks, Diversified Banks",19264763392,3.043645,0.425287,0.258771,--,48.53042
Far EasTone Telecommunications Co Ltd,4904.TW,Taiwan Stock Exchange,Wireless Telecoms Service Providers,"Communication Services, Telecommunication Services, Wireless Telecommunication Services",10382044515,3.632937,3.96376,-9.84623,-10.982616,-0.541712
IHH Healthcare Bhd,IHHH.KL,Bursa Malaysia,"Hospitals, Clinics & Primary Care Services","Health Care, Health Care Equipment & Services, Health Care Providers & Services, Health Care Facilities",19883597114,2.588694,0.914286,-0.198899,7.881253,24.19128
Verbund AG,VERB.VI,Vienna Stock Exchange - Cash Market,Electric Utilities (NEC),"Utilities, Electric Utilities",12632020435,1.109005,4.83871,6.098829,5.527217,-7.932011
SD Guthrie Bhd,SDGU.KL,Bursa Malaysia,"Starch, Vegetable Fat & Oil Manufacturing","Consumer Staples, Food, Beverage & Tobacco, Food Products, Agricultural Products & Services",10045762799,1.90273,-0.52356,-1.620884,2.846087,18.257261
National Bank of Kuwait SAKP,NBKK.KW,Boursa Kuwait,Banks (NEC),"Financials, Banks, Diversified Banks",26876647854,1.637246,-7.29064,-2.442639,--,-3.979597
Azrieli Group Ltd,AZRG.TA,Tel Aviv Stock Exchange,"Real Estate Rental, Development & Operations (NEC)","Real Estate, Real Estate Management & Development, Real Estate Operating Companies",18052111089,2.378387,29.514563,15.856684,--,69.65843
Hua Nan Financial Holdings Co Ltd,2880.TW,Taiwan Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",14770466804,1.993121,9.193548,-5.311139,8.022301,24.321822
OPC Energy Ltd,OPCE.TA,Tel Aviv Stock Exchange,Fossil Fuel IPPs,"Utilities, Independent Power and Renewable Electricity Producers, Independent Power Producers & Energy Traders",10168987019,6.712131,41.708004,26.764273,--,208.433032
Adnoc Drilling Company PJSC,ADNOCDRILL.AD,Abu Dhabi Stock Exchange,Oil & Gas Drilling (NEC),"Energy, Energy Equipment & Services, Oil & Gas Drilling",20909338415,5.100695,-10.11236,-5.252241,--,-5.449069
Joint Stock Commercial Bank for Investment and Development of Vietnam,BID.HM,Hochiminh Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",10877224158,2.043416,4.498715,9.935452,--,2.244295
Falabella SA,FALABELLA.SN,Bolsa de Comercio de Santiago,General Department Stores,"Consumer Discretionary, Consumer Discretionary Distribution & Retail, Broadline Retail",16428637600,1.888172,-4.519414,-4.677732,--,60.521975
Taiwan Cooperative Financial Holding Co Ltd,5880.TW,Taiwan Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",11308131592,1.419651,-5.349794,-17.922622,-6.365045,-1.904783
Fisher & Paykel Healthcare Corporation Ltd,FPH.NZ,New Zealand Stock Exchange,"Medical Equipment, Supplies & Distribution (NEC)","Health Care, Health Care Equipment & Services, Health Care Equipment & Supplies, Health Care Equipment",13387245651,12.097198,3.152318,5.976711,--,18.179059
Banco Santander Chile,BSANTANDER.SN,Bolsa de Comercio de Santiago,Banks (NEC),"Financials, Banks, Diversified Banks",14598214587,3.116154,-0.168776,-0.334308,--,40.695845
ADNOC Logistics & Services PLC,ADNOCLS.AD,Abu Dhabi Stock Exchange,Marine Freight & Logistics (NEC),"Energy, Oil, Gas & Consumable Fuels, Oil & Gas Storage & Transportation",10252752166,1.419043,-14.02027,-9.371448,--,0.592885
Industries Qatar QPSC,IQCD.QA,QATAR EXCHANGE LEVEL 1,Consumer Goods Conglomerates,"Industrials, Capital Goods, Industrial Conglomerates",18375120142,1.764088,-7.29254,-4.847351,--,-16.528302
Emirates Integrated Telecommunications Company PJSC,DU.DU,Dubai Financial Market,Integrated Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Diversified Telecommunication Services, Integrated Telecommunication Services",12341154339,4.466669,2.040816,13.715105,--,25.156446
Qatar National Bank QPSC,QNBK.QA,QATAR EXCHANGE LEVEL 1,Corporate Banks,"Financials, Banks, Diversified Banks",45782654315,1.35447,-3.269025,-0.717714,--,9.726444
Dubai Electricity and Water Authority PJSC,DEWAA.DU,Dubai Financial Market,Multiline Utilities,"Utilities, Multi-Utilities",36210182412,1.461273,-3.971119,7.015356,--,6.827309
mBank SA,MBK.WA,Warsaw Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",10984668682,1.92119,-8.883655,-11.307327,-10.033628,26.398327
Two Point Zero Group PJSC,2POINTZERO.AD,Abu Dhabi Stock Exchange,Investment Holding Companies (NEC),"Industrials, Capital Goods, Industrial Conglomerates",16185526063,0.708781,-34.099617,-30.536461,--,-2.824859
Hong Leong Bank Bhd,HLBB.KL,Bursa Malaysia,Corporate Banks,"Financials, Banks, Diversified Banks",12374334750,1.235954,1.174345,0.058292,-2.368099,10.344828
Ooredoo QPSC,ORDS.QA,QATAR EXCHANGE LEVEL 1,Integrated Telecommunications Services (NEC),"Communication Services, Telecommunication Services, Diversified Telecommunication Services, Integrated Telecommunication Services",11329731154,1.369307,-1.15119,1.455979,--,7.422852
Banco de Credito e Inversiones,BCI.SN,Bolsa de Comercio de Santiago,Banks (NEC),"Financials, Banks, Diversified Banks",14314836827,1.874883,2.739726,2.569372,--,88.487383
Grupo Cibest SA,CIBEST.CN,Bolsa de Valores de Colombia,Banks (NEC),"Financials, Banks, Diversified Banks",18658934840,1.7888,17.023121,10.973282,--,75.129758
BDO Unibank Inc,BDO.PS,"Philippine Stock Exchange, Inc",Banks (NEC),"Financials, Banks, Diversified Banks",10960180074,1.144812,-9.36107,-9.451126,-4.066751,-22.073969
Abu Dhabi National Oil Company for Distribution PJSC,ADNOCDIST.AD,Abu Dhabi Stock Exchange,Oil & Gas Refining and Marketing (NEC),"Consumer Discretionary, Consumer Discretionary Distribution & Retail, Specialty Retail, Automotive Retail",12421726109,14.123537,-6.410256,-1.349969,--,4.285714
Attijariwafa Bank SA,ATW.CS,Casablanca Stock Exchange,Banks (NEC),"Financials, Banks, Diversified Banks",15485130512,2.139509,-6.862074,4.136748,--,5.426357
Qatar Islamic Bank QPSC,QISB.QA,QATAR EXCHANGE LEVEL 1,Islamic Banks,"Financials, Banks, Diversified Banks",14651930402,1.586788,-5.720251,-3.233592,--,7.11575
SM Investments Corp,SM.PS,"Philippine Stock Exchange, Inc",Supermarkets & Convenience Stores,"Industrials, Capital Goods, Industrial Conglomerates",13088356505,1.238931,-8.934954,-9.025433,-3.615745,-21.418949
CEZ as,CEZP.PR,PSE CASH MARKET L1 AND L2,Electric Utilities (NEC),"Utilities, Electric Utilities",28901210952,2.585689,-11.196911,-5.207172,--,8.388313
Borouge Plc,BOROUGE.AD,Abu Dhabi Stock Exchange,Plastics,"Materials, Chemicals, Commodity Chemicals",20704045658,5.063538,-3.802281,1.399016,--,6.751055
STRABAG SE,STRV.VI,Vienna Stock Exchange - Cash Market,Construction & Engineering (NEC),"Industrials, Capital Goods, Construction & Engineering",11701223713,2.059041,7.037037,8.323579,7.739981,29.402985
OMV Petrom SA,ROSNP.BX,Bucharest Stock Exchange,Oil & Gas Refining and Marketing (NEC),"Energy, Oil, Gas & Consumable Fuels, Integrated Oil & Gas",14388104349,1.640708,3.517588,-10.32823,--,40.136054
